Airline,Source,Destination,Total_Stops,Price,day_of_Journey,month_of_Journey,year_of_Journey,Total_duration_in_minutes,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute
Jet Airways,Delhi,Cochin,1.0,10262.0,3.0,6.0,2019.0,360.0,13.0,0.0,19.0,0.0
SpiceJet,Chennai,Kolkata,0.0,3807.0,18.0,3.0,2019.0,155.0,9.0,30.0,12.0,5.0
SpiceJet,Kolkata,Banglore,0.0,4622.0,3.0,3.0,2019.0,160.0,6.0,55.0,9.0,35.0
Jet Airways,Delhi,Cochin,1.0,15554.0,6.0,5.0,2019.0,925.0,13.0,0.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,9794.0,27.0,5.0,2019.0,440.0,11.0,40.0,19.0,0.0
SpiceJet,Delhi,Cochin,1.0,5264.0,6.0,6.0,2019.0,270.0,8.0,45.0,13.0,15.0
Air Asia,Delhi,Cochin,1.0,6152.0,24.0,6.0,2019.0,870.0,7.0,55.0,22.0,25.0
Air India,Mumbai,Hyderabad,0.0,2575.0,24.0,3.0,2019.0,75.0,19.0,30.0,20.0,45.0
Jet Airways,Kolkata,Banglore,1.0,13584.0,6.0,5.0,2019.0,910.0,18.0,55.0,10.0,5.0
IndiGo,Kolkata,Banglore,0.0,4804.0,18.0,5.0,2019.0,155.0,4.0,40.0,7.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14231.0,24.0,3.0,2019.0,660.0,21.0,10.0,8.0,10.0
Jet Airways,Kolkata,Banglore,1.0,12121.0,1.0,5.0,2019.0,1075.0,17.0,0.0,10.0,55.0
IndiGo,Kolkata,Banglore,1.0,11319.0,15.0,5.0,2019.0,295.0,9.0,20.0,14.0,15.0
IndiGo,Chennai,Kolkata,0.0,4326.0,27.0,3.0,2019.0,140.0,5.0,15.0,7.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,510.0,14.0,5.0,22.0,35.0
IndiGo,Banglore,Delhi,0.0,3943.0,15.0,6.0,2019.0,180.0,21.0,15.0,0.0,15.0
Multiple carriers,Delhi,Cochin,1.0,8099.0,24.0,6.0,2019.0,600.0,9.0,15.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,15135.0,3.0,3.0,2019.0,625.0,8.0,25.0,18.0,50.0
Multiple carriers,Delhi,Cochin,1.0,12192.0,9.0,6.0,2019.0,910.0,3.0,50.0,19.0,0.0
Air India,Delhi,Cochin,1.0,7199.0,21.0,3.0,2019.0,675.0,8.0,0.0,19.0,15.0
Air India,Banglore,Delhi,0.0,8851.0,15.0,3.0,2019.0,165.0,21.0,10.0,23.0,55.0
Jet Airways,Delhi,Cochin,1.0,10262.0,27.0,6.0,2019.0,885.0,21.0,50.0,12.0,35.0
IndiGo,Banglore,Delhi,0.0,4823.0,21.0,5.0,2019.0,170.0,8.0,30.0,11.0,20.0
Air Asia,Kolkata,Banglore,0.0,3807.0,15.0,6.0,2019.0,150.0,22.0,50.0,1.0,20.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,18.0,5.0,2019.0,1375.0,5.0,45.0,4.0,40.0
IndiGo,Chennai,Kolkata,0.0,7900.0,1.0,3.0,2019.0,145.0,11.0,35.0,14.0,0.0
Jet Airways,Banglore,Delhi,0.0,7229.0,18.0,4.0,2019.0,175.0,11.0,10.0,14.0,5.0
GoAir,Kolkata,Banglore,1.0,7335.0,24.0,5.0,2019.0,495.0,23.0,30.0,7.0,45.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,1.0,5.0,2019.0,510.0,14.0,5.0,22.0,35.0
Air India,Delhi,Cochin,2.0,13381.0,6.0,6.0,2019.0,1490.0,6.0,50.0,7.0,40.0
Multiple carriers,Delhi,Cochin,1.0,12524.0,6.0,6.0,2019.0,690.0,7.0,30.0,19.0,0.0
Vistara,Banglore,Delhi,0.0,5403.0,21.0,3.0,2019.0,160.0,11.0,30.0,14.0,10.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,1400.0,18.0,55.0,18.0,15.0
Multiple carriers,Delhi,Cochin,1.0,8266.0,15.0,5.0,2019.0,535.0,10.0,20.0,19.0,15.0
Air India,Delhi,Cochin,2.0,10975.0,12.0,6.0,2019.0,1220.0,13.0,5.0,9.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,12.0,5.0,2019.0,1170.0,16.0,30.0,12.0,0.0
Vistara,Kolkata,Banglore,1.0,8085.0,12.0,5.0,2019.0,1625.0,20.0,20.0,23.0,25.0
Jet Airways,Delhi,Cochin,1.0,12898.0,27.0,5.0,2019.0,1145.0,17.0,30.0,12.0,35.0
Air India,Kolkata,Banglore,1.0,7452.0,6.0,6.0,2019.0,675.0,9.0,50.0,21.0,5.0
Air India,Banglore,Delhi,1.0,21130.0,1.0,3.0,2019.0,920.0,22.0,0.0,13.0,20.0
Jet Airways,Kolkata,Banglore,1.0,14388.0,18.0,5.0,2019.0,730.0,21.0,10.0,9.0,20.0
Air Asia,Banglore,Delhi,0.0,4483.0,27.0,4.0,2019.0,165.0,11.0,10.0,13.0,55.0
Air India,Delhi,Cochin,2.0,14431.0,9.0,5.0,2019.0,1490.0,6.0,50.0,7.0,40.0
Air India,Delhi,Cochin,2.0,11989.0,24.0,6.0,2019.0,865.0,17.0,15.0,7.0,40.0
Multiple carriers,Delhi,Cochin,1.0,7933.0,15.0,6.0,2019.0,720.0,9.0,0.0,21.0,0.0
Jet Airways,Delhi,Cochin,2.0,13559.0,21.0,5.0,2019.0,1620.0,9.0,35.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,8529.0,12.0,6.0,2019.0,1690.0,14.0,5.0,18.0,15.0
IndiGo,Delhi,Cochin,1.0,14871.0,3.0,3.0,2019.0,420.0,18.0,35.0,1.0,35.0
Vistara,Kolkata,Banglore,1.0,8820.0,9.0,5.0,2019.0,1550.0,17.0,0.0,18.0,50.0
Multiple carriers,Delhi,Cochin,1.0,8625.0,27.0,5.0,2019.0,470.0,11.0,25.0,19.0,15.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,1.0,5.0,2019.0,735.0,20.0,0.0,8.0,15.0
SpiceJet,Banglore,Delhi,1.0,10341.0,15.0,3.0,2019.0,475.0,10.0,20.0,18.0,15.0
SpiceJet,Mumbai,Hyderabad,0.0,3173.0,21.0,3.0,2019.0,80.0,13.0,10.0,14.0,30.0
IndiGo,Banglore,Delhi,0.0,4591.0,27.0,4.0,2019.0,165.0,1.0,30.0,4.0,15.0
Vistara,Kolkata,Banglore,1.0,8452.0,15.0,5.0,2019.0,1580.0,20.0,20.0,22.0,40.0
Vistara,Kolkata,Banglore,1.0,8610.0,15.0,5.0,2019.0,1640.0,17.0,0.0,20.0,20.0
Multiple carriers,Delhi,Cochin,1.0,7038.0,1.0,6.0,2019.0,540.0,7.0,10.0,16.0,10.0
IndiGo,Delhi,Cochin,1.0,6093.0,3.0,6.0,2019.0,810.0,7.0,30.0,21.0,0.0
Jet Airways,Delhi,Cochin,1.0,17234.0,3.0,3.0,2019.0,455.0,20.0,50.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,12692.0,12.0,6.0,2019.0,690.0,9.0,35.0,21.0,5.0
IndiGo,Banglore,Delhi,0.0,4423.0,6.0,5.0,2019.0,165.0,6.0,5.0,8.0,50.0
IndiGo,Delhi,Cochin,0.0,7673.0,6.0,3.0,2019.0,185.0,14.0,30.0,17.0,35.0
SpiceJet,Chennai,Kolkata,0.0,3543.0,18.0,6.0,2019.0,135.0,9.0,45.0,12.0,0.0
IndiGo,Delhi,Cochin,1.0,7640.0,18.0,5.0,2019.0,380.0,16.0,10.0,22.0,30.0
Air India,Kolkata,Banglore,2.0,14482.0,15.0,5.0,2019.0,1700.0,9.0,25.0,13.0,45.0
IndiGo,Kolkata,Banglore,0.0,4804.0,12.0,5.0,2019.0,150.0,15.0,15.0,17.0,45.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,12.0,5.0,2019.0,1610.0,6.0,30.0,9.0,20.0
Jet Airways,Delhi,Cochin,1.0,14714.0,6.0,6.0,2019.0,1105.0,10.0,0.0,4.0,25.0
Air India,Banglore,Delhi,0.0,5228.0,24.0,5.0,2019.0,170.0,21.0,5.0,23.0,55.0
IndiGo,Kolkata,Banglore,0.0,4174.0,1.0,4.0,2019.0,155.0,4.0,40.0,7.0,15.0
Air India,Delhi,Cochin,1.0,13002.0,3.0,3.0,2019.0,1010.0,6.0,10.0,23.0,0.0
IndiGo,Kolkata,Banglore,0.0,4148.0,12.0,3.0,2019.0,170.0,5.0,30.0,8.0,20.0
IndiGo,Banglore,Delhi,0.0,4823.0,27.0,4.0,2019.0,175.0,18.0,55.0,21.0,50.0
Jet Airways,Delhi,Cochin,2.0,13376.0,12.0,6.0,2019.0,1300.0,6.0,45.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,10262.0,12.0,6.0,2019.0,885.0,21.0,50.0,12.0,35.0
IndiGo,Banglore,Delhi,0.0,3943.0,9.0,5.0,2019.0,170.0,4.0,0.0,6.0,50.0
Air India,Delhi,Cochin,2.0,14221.0,3.0,3.0,2019.0,1595.0,16.0,40.0,19.0,15.0
Air India,Kolkata,Banglore,1.0,8366.0,12.0,6.0,2019.0,545.0,9.0,25.0,18.0,30.0
Multiple carriers,Delhi,Cochin,1.0,7198.0,6.0,6.0,2019.0,510.0,17.0,0.0,1.0,30.0
IndiGo,Delhi,Cochin,2.0,9413.0,3.0,3.0,2019.0,825.0,7.0,35.0,21.0,20.0
Air India,Banglore,Delhi,2.0,20999.0,1.0,3.0,2019.0,1705.0,6.0,45.0,11.0,10.0
Jet Airways,Kolkata,Banglore,1.0,7064.0,1.0,4.0,2019.0,1720.0,18.0,55.0,23.0,35.0
GoAir,Banglore,Delhi,0.0,5706.0,24.0,3.0,2019.0,175.0,20.0,55.0,23.0,50.0
IndiGo,Kolkata,Banglore,0.0,4804.0,3.0,5.0,2019.0,155.0,17.0,15.0,19.0,50.0
GoAir,Banglore,Delhi,0.0,4239.0,1.0,4.0,2019.0,175.0,7.0,45.0,10.0,40.0
IndiGo,Mumbai,Hyderabad,0.0,2754.0,12.0,6.0,2019.0,90.0,19.0,5.0,20.0,35.0
Multiple carriers,Delhi,Cochin,1.0,12192.0,1.0,6.0,2019.0,660.0,8.0,0.0,19.0,0.0
Jet Airways,Delhi,Cochin,2.0,13292.0,12.0,6.0,2019.0,1130.0,9.0,35.0,4.0,25.0
Multiple carriers,Delhi,Cochin,3.0,16294.0,15.0,5.0,2019.0,835.0,11.0,35.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,18.0,5.0,2019.0,1540.0,20.0,25.0,22.0,5.0
Air India,Delhi,Cochin,1.0,8372.0,27.0,6.0,2019.0,375.0,13.0,0.0,19.0,15.0
Vistara,Banglore,Delhi,0.0,5613.0,12.0,4.0,2019.0,170.0,21.0,0.0,23.0,50.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,18.0,5.0,2019.0,1520.0,9.0,35.0,10.0,55.0
Jet Airways,Delhi,Cochin,2.0,13014.0,24.0,6.0,2019.0,535.0,19.0,30.0,4.0,25.0
IndiGo,Delhi,Cochin,1.0,10236.0,3.0,3.0,2019.0,825.0,8.0,35.0,22.0,20.0
Air India,Banglore,Delhi,0.0,6121.0,1.0,5.0,2019.0,165.0,10.0,0.0,12.0,45.0
Air India,Delhi,Cochin,2.0,8839.0,15.0,6.0,2019.0,1210.0,13.0,15.0,9.0,25.0
IndiGo,Delhi,Cochin,1.0,7006.0,21.0,3.0,2019.0,635.0,15.0,0.0,1.0,35.0
Multiple carriers,Delhi,Cochin,1.0,13587.0,24.0,6.0,2019.0,720.0,9.0,0.0,21.0,0.0
Vistara,Kolkata,Banglore,1.0,9555.0,18.0,5.0,2019.0,1350.0,20.0,20.0,18.0,50.0
IndiGo,Delhi,Cochin,1.0,7081.0,18.0,5.0,2019.0,500.0,17.0,10.0,1.0,30.0
Air Asia,Banglore,Delhi,0.0,5615.0,9.0,3.0,2019.0,165.0,23.0,25.0,2.0,10.0
IndiGo,Kolkata,Banglore,0.0,4804.0,15.0,6.0,2019.0,165.0,20.0,25.0,23.0,10.0
IndiGo,Kolkata,Banglore,0.0,4174.0,6.0,4.0,2019.0,155.0,15.0,30.0,18.0,5.0
Jet Airways,Delhi,Cochin,2.0,8728.0,21.0,3.0,2019.0,1600.0,16.0,10.0,18.0,50.0
Jet Airways,Delhi,Cochin,2.0,10368.0,9.0,6.0,2019.0,535.0,19.0,30.0,4.0,25.0
SpiceJet,Delhi,Cochin,1.0,7317.0,18.0,5.0,2019.0,380.0,15.0,45.0,22.0,5.0
Jet Airways,Banglore,Delhi,0.0,7229.0,9.0,6.0,2019.0,180.0,19.0,50.0,22.0,50.0
Air Asia,Kolkata,Banglore,0.0,4107.0,21.0,5.0,2019.0,150.0,19.0,55.0,22.0,25.0
Jet Airways,Delhi,Cochin,1.0,17024.0,3.0,3.0,2019.0,870.0,13.0,55.0,4.0,25.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,18.0,5.0,2019.0,850.0,8.0,25.0,22.0,35.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,21.0,5.0,2019.0,1610.0,6.0,30.0,9.0,20.0
IndiGo,Delhi,Cochin,1.0,11532.0,9.0,3.0,2019.0,355.0,2.0,35.0,8.0,30.0
Multiple carriers,Delhi,Cochin,1.0,7154.0,27.0,3.0,2019.0,510.0,10.0,45.0,19.0,15.0
IndiGo,Chennai,Kolkata,0.0,3540.0,15.0,6.0,2019.0,165.0,15.0,40.0,18.0,25.0
Multiple carriers,Delhi,Cochin,1.0,10678.0,24.0,6.0,2019.0,845.0,4.0,55.0,19.0,0.0
IndiGo,Kolkata,Banglore,0.0,4804.0,24.0,4.0,2019.0,155.0,11.0,30.0,14.0,5.0
GoAir,Kolkata,Banglore,1.0,6484.0,1.0,5.0,2019.0,455.0,16.0,40.0,0.0,15.0
Air India,Kolkata,Banglore,2.0,13143.0,21.0,5.0,2019.0,1045.0,5.0,50.0,23.0,15.0
Jet Airways,Banglore,Delhi,0.0,5769.0,18.0,6.0,2019.0,180.0,7.0,10.0,10.0,10.0
Jet Airways,Kolkata,Banglore,1.0,11134.0,24.0,3.0,2019.0,1515.0,16.0,55.0,18.0,10.0
IndiGo,Banglore,Delhi,0.0,3419.0,15.0,6.0,2019.0,165.0,1.0,30.0,4.0,15.0
Jet Airways,Kolkata,Banglore,1.0,12384.0,15.0,5.0,2019.0,575.0,9.0,35.0,19.0,10.0
Jet Airways,Delhi,Cochin,1.0,17024.0,3.0,3.0,2019.0,1260.0,21.0,50.0,18.0,50.0
IndiGo,Delhi,Cochin,1.0,6412.0,27.0,6.0,2019.0,380.0,16.0,10.0,22.0,30.0
IndiGo,Banglore,Delhi,0.0,3419.0,21.0,5.0,2019.0,175.0,0.0,30.0,3.0,25.0
Air India,Delhi,Cochin,2.0,14431.0,27.0,6.0,2019.0,1490.0,6.0,50.0,7.0,40.0
Jet Airways,Banglore,Delhi,1.0,26890.0,1.0,3.0,2019.0,530.0,22.0,50.0,7.0,40.0
IndiGo,Delhi,Cochin,1.0,12351.0,9.0,3.0,2019.0,810.0,7.0,30.0,21.0,0.0
IndiGo,Kolkata,Banglore,1.0,11160.0,12.0,6.0,2019.0,295.0,9.0,20.0,14.0,15.0
Multiple carriers,Delhi,Cochin,1.0,9646.0,9.0,6.0,2019.0,765.0,9.0,45.0,22.0,30.0
IndiGo,Delhi,Cochin,1.0,5636.0,27.0,5.0,2019.0,315.0,7.0,15.0,12.0,30.0
Jet Airways,Delhi,Cochin,2.0,11507.0,12.0,6.0,2019.0,810.0,5.0,30.0,19.0,0.0
IndiGo,Kolkata,Banglore,0.0,4148.0,27.0,3.0,2019.0,165.0,10.0,10.0,12.0,55.0
Jet Airways,Banglore,Delhi,0.0,4544.0,24.0,4.0,2019.0,180.0,17.0,45.0,20.0,45.0
Air India,Delhi,Cochin,1.0,7480.0,18.0,5.0,2019.0,1255.0,12.0,30.0,9.0,25.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,24.0,5.0,2019.0,1170.0,16.0,30.0,12.0,0.0
Multiple carriers,Delhi,Cochin,1.0,10711.0,21.0,5.0,2019.0,730.0,7.0,5.0,19.0,15.0
Multiple carriers,Delhi,Cochin,1.0,13062.0,21.0,3.0,2019.0,420.0,14.0,0.0,21.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7618.0,24.0,6.0,2019.0,780.0,8.0,0.0,21.0,0.0
IndiGo,Delhi,Cochin,1.0,7520.0,18.0,5.0,2019.0,425.0,5.0,5.0,12.0,10.0
Jet Airways,Mumbai,Hyderabad,0.0,2759.0,24.0,3.0,2019.0,90.0,10.0,20.0,11.0,50.0
Jet Airways,Kolkata,Banglore,1.0,9663.0,24.0,5.0,2019.0,330.0,6.0,30.0,12.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7888.0,21.0,5.0,2019.0,390.0,19.0,0.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,11421.0,27.0,3.0,2019.0,510.0,10.0,20.0,18.0,50.0
IndiGo,Delhi,Cochin,1.0,6093.0,12.0,6.0,2019.0,750.0,8.0,30.0,21.0,0.0
SpiceJet,Kolkata,Banglore,0.0,4174.0,6.0,5.0,2019.0,145.0,9.0,0.0,11.0,25.0
Jet Airways,Mumbai,Hyderabad,0.0,4995.0,3.0,6.0,2019.0,85.0,7.0,5.0,8.0,30.0
Jet Airways,Delhi,Cochin,1.0,12242.0,21.0,3.0,2019.0,1250.0,22.0,0.0,18.0,50.0
Jet Airways,Kolkata,Banglore,1.0,14939.0,9.0,6.0,2019.0,800.0,18.0,55.0,8.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,18.0,5.0,2019.0,1450.0,9.0,35.0,9.0,45.0
Jet Airways,Banglore,Delhi,1.0,22270.0,1.0,3.0,2019.0,435.0,8.0,0.0,15.0,15.0
Jet Airways,Mumbai,Hyderabad,0.0,8040.0,6.0,6.0,2019.0,90.0,10.0,20.0,11.0,50.0
Multiple carriers,Delhi,Cochin,1.0,16108.0,15.0,6.0,2019.0,730.0,7.0,5.0,19.0,15.0
Jet Airways,Delhi,Cochin,2.0,13029.0,21.0,5.0,2019.0,1615.0,9.0,40.0,12.0,35.0
IndiGo,Banglore,Delhi,0.0,6144.0,3.0,3.0,2019.0,170.0,4.0,0.0,6.0,50.0
IndiGo,Banglore,Delhi,0.0,4823.0,9.0,5.0,2019.0,170.0,8.0,30.0,11.0,20.0
Vistara,Banglore,Delhi,0.0,5403.0,18.0,4.0,2019.0,170.0,9.0,45.0,12.0,35.0
Jet Airways,Banglore,Delhi,1.0,11087.0,12.0,3.0,2019.0,1455.0,18.0,55.0,19.0,10.0
Jet Airways,Delhi,Cochin,1.0,10262.0,9.0,6.0,2019.0,1270.0,21.0,50.0,19.0,0.0
IndiGo,Delhi,Cochin,1.0,6270.0,9.0,4.0,2019.0,845.0,11.0,25.0,1.0,30.0
Air India,Mumbai,Hyderabad,0.0,2575.0,24.0,3.0,2019.0,90.0,13.0,55.0,15.0,25.0
Jet Airways,Banglore,Delhi,1.0,11087.0,12.0,3.0,2019.0,1410.0,18.0,55.0,18.0,25.0
Air India,Kolkata,Banglore,1.0,6528.0,6.0,5.0,2019.0,1485.0,14.0,35.0,15.0,20.0
Multiple carriers,Delhi,Cochin,1.0,8073.0,15.0,5.0,2019.0,840.0,7.0,0.0,21.0,0.0
GoAir,Banglore,Delhi,1.0,7657.0,15.0,3.0,2019.0,270.0,15.0,45.0,20.0,15.0
Multiple carriers,Delhi,Cochin,1.0,11264.0,27.0,5.0,2019.0,395.0,6.0,0.0,12.0,35.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,18.0,5.0,2019.0,570.0,14.0,5.0,23.0,35.0
IndiGo,Delhi,Cochin,1.0,6104.0,3.0,6.0,2019.0,500.0,17.0,10.0,1.0,30.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,12.0,5.0,2019.0,845.0,20.0,0.0,10.0,5.0
IndiGo,Mumbai,Hyderabad,0.0,2437.0,3.0,5.0,2019.0,90.0,21.0,20.0,22.0,50.0
IndiGo,Delhi,Cochin,1.0,5073.0,3.0,4.0,2019.0,300.0,16.0,0.0,21.0,0.0
IndiGo,Delhi,Cochin,1.0,7318.0,21.0,5.0,2019.0,705.0,9.0,15.0,21.0,0.0
Jet Airways,Banglore,Delhi,0.0,7229.0,18.0,4.0,2019.0,165.0,6.0,0.0,8.0,45.0
Multiple carriers,Delhi,Cochin,1.0,8888.0,9.0,5.0,2019.0,555.0,13.0,15.0,22.0,30.0
SpiceJet,Kolkata,Banglore,1.0,8479.0,12.0,5.0,2019.0,435.0,11.0,35.0,18.0,50.0
Jet Airways,Kolkata,Banglore,1.0,10844.0,6.0,5.0,2019.0,590.0,6.0,30.0,16.0,20.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,1.0,5.0,2019.0,945.0,16.0,30.0,8.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,21.0,5.0,2019.0,690.0,9.0,35.0,21.0,5.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,18.0,5.0,2019.0,945.0,16.0,30.0,8.0,15.0
Jet Airways,Kolkata,Banglore,1.0,14781.0,1.0,5.0,2019.0,705.0,6.0,30.0,18.0,15.0
Jet Airways,Delhi,Cochin,1.0,10262.0,1.0,6.0,2019.0,805.0,15.0,0.0,4.0,25.0
Multiple carriers,Delhi,Cochin,1.0,7905.0,3.0,3.0,2019.0,545.0,7.0,5.0,16.0,10.0
Jet Airways,Delhi,Cochin,2.0,15129.0,21.0,5.0,2019.0,1125.0,9.0,40.0,4.0,25.0
Jet Airways,Delhi,Cochin,1.0,12373.0,18.0,5.0,2019.0,600.0,9.0,0.0,19.0,0.0
Multiple carriers Premium economy,Delhi,Cochin,1.0,10161.0,21.0,3.0,2019.0,705.0,7.0,30.0,19.0,15.0
Vistara,Chennai,Kolkata,0.0,11982.0,18.0,6.0,2019.0,140.0,17.0,45.0,20.0,5.0
SpiceJet,Kolkata,Banglore,1.0,8844.0,1.0,5.0,2019.0,330.0,15.0,55.0,21.0,25.0
IndiGo,Banglore,Delhi,0.0,4591.0,3.0,4.0,2019.0,170.0,23.0,30.0,2.0,20.0
Jet Airways,Delhi,Cochin,1.0,10675.0,27.0,5.0,2019.0,600.0,9.0,0.0,19.0,0.0
Multiple carriers,Delhi,Cochin,1.0,10406.0,12.0,6.0,2019.0,835.0,7.0,5.0,21.0,0.0
Air India,Delhi,Cochin,0.0,6934.0,1.0,6.0,2019.0,180.0,14.0,10.0,17.0,10.0
SpiceJet,Banglore,Delhi,0.0,3919.0,6.0,6.0,2019.0,170.0,9.0,30.0,12.0,20.0
Air India,Banglore,Delhi,0.0,6961.0,6.0,6.0,2019.0,165.0,10.0,0.0,12.0,45.0
Multiple carriers,Delhi,Cochin,1.0,10678.0,15.0,6.0,2019.0,460.0,4.0,55.0,12.0,35.0
Air Asia,Banglore,Delhi,0.0,4483.0,3.0,5.0,2019.0,165.0,11.0,10.0,13.0,55.0
Jet Airways,Banglore,Delhi,1.0,7832.0,21.0,3.0,2019.0,1035.0,5.0,45.0,23.0,0.0
Multiple carriers,Delhi,Cochin,1.0,7408.0,6.0,6.0,2019.0,480.0,13.0,0.0,21.0,0.0
Vistara,Kolkata,Banglore,1.0,11262.0,24.0,3.0,2019.0,1660.0,7.0,10.0,10.0,50.0
Jet Airways,Kolkata,Banglore,1.0,14151.0,15.0,5.0,2019.0,1075.0,17.0,0.0,10.0,55.0
IndiGo,Kolkata,Banglore,1.0,3480.0,3.0,4.0,2019.0,265.0,19.0,20.0,23.0,45.0
Multiple carriers,Delhi,Cochin,1.0,7575.0,21.0,5.0,2019.0,520.0,10.0,35.0,19.0,15.0
Jet Airways,Banglore,Delhi,1.0,13502.0,18.0,3.0,2019.0,305.0,14.0,5.0,19.0,10.0
Multiple carriers,Delhi,Cochin,1.0,15603.0,6.0,3.0,2019.0,840.0,7.0,0.0,21.0,0.0
SpiceJet,Chennai,Kolkata,0.0,6300.0,9.0,3.0,2019.0,155.0,9.0,30.0,12.0,5.0
SpiceJet,Chennai,Kolkata,0.0,6300.0,12.0,3.0,2019.0,140.0,17.0,45.0,20.0,5.0
Multiple carriers,Delhi,Cochin,1.0,7198.0,9.0,6.0,2019.0,930.0,10.0,0.0,1.0,30.0
Multiple carriers,Delhi,Cochin,1.0,9526.0,1.0,6.0,2019.0,385.0,12.0,50.0,19.0,15.0
Air India,Delhi,Cochin,2.0,12488.0,12.0,6.0,2019.0,1855.0,12.0,20.0,19.0,15.0
SpiceJet,Delhi,Cochin,1.0,5409.0,15.0,5.0,2019.0,295.0,17.0,55.0,22.0,50.0
Air India,Delhi,Cochin,2.0,11911.0,3.0,6.0,2019.0,1100.0,13.0,20.0,7.0,40.0
Air India,Kolkata,Banglore,2.0,4647.0,3.0,4.0,2019.0,1555.0,9.0,10.0,11.0,5.0
Air India,Delhi,Cochin,2.0,9653.0,27.0,5.0,2019.0,435.0,12.0,0.0,19.0,15.0
Jet Airways,Banglore,Delhi,0.0,8016.0,21.0,6.0,2019.0,175.0,11.0,10.0,14.0,5.0
Multiple carriers,Delhi,Cochin,1.0,10877.0,9.0,6.0,2019.0,740.0,6.0,40.0,19.0,0.0
Jet Airways,Kolkata,Banglore,1.0,13941.0,15.0,5.0,2019.0,910.0,8.0,25.0,23.0,35.0
GoAir,Banglore,Delhi,0.0,5706.0,9.0,3.0,2019.0,175.0,20.0,55.0,23.0,50.0
IndiGo,Delhi,Cochin,1.0,7060.0,9.0,6.0,2019.0,290.0,15.0,10.0,20.0,0.0
IndiGo,Delhi,Cochin,1.0,7318.0,21.0,3.0,2019.0,845.0,11.0,30.0,1.0,35.0
Jet Airways,Delhi,Cochin,1.0,6068.0,27.0,3.0,2019.0,650.0,8.0,0.0,18.0,50.0
Jet Airways,Delhi,Cochin,2.0,10368.0,12.0,6.0,2019.0,1615.0,9.0,40.0,12.0,35.0
Jet Airways,Delhi,Cochin,1.0,15400.0,6.0,3.0,2019.0,535.0,9.0,55.0,18.0,50.0
Jet Airways,Banglore,Delhi,0.0,7229.0,1.0,5.0,2019.0,175.0,11.0,10.0,14.0,5.0
Jet Airways,Delhi,Cochin,1.0,12898.0,21.0,5.0,2019.0,1280.0,7.0,5.0,4.0,25.0
Jet Airways,Banglore,Delhi,0.0,7229.0,1.0,6.0,2019.0,180.0,8.0,20.0,11.0,20.0
Jet Airways,Banglore,Delhi,1.0,26890.0,1.0,3.0,2019.0,625.0,8.0,0.0,18.0,25.0
Vistara,Banglore,Delhi,0.0,5613.0,27.0,4.0,2019.0,170.0,9.0,45.0,12.0,35.0
Jet Airways,Delhi,Cochin,1.0,15554.0,18.0,5.0,2019.0,540.0,10.0,0.0,19.0,0.0
Jet Airways,Kolkata,Banglore,1.0,8586.0,9.0,6.0,2019.0,1215.0,8.0,25.0,4.0,40.0
Air Asia,Banglore,Delhi,0.0,3383.0,21.0,5.0,2019.0,165.0,11.0,10.0,13.0,55.0
IndiGo,Chennai,Kolkata,0.0,3597.0,21.0,6.0,2019.0,140.0,14.0,45.0,17.0,5.0
SpiceJet,Kolkata,Banglore,0.0,3841.0,1.0,6.0,2019.0,140.0,22.0,20.0,0.0,40.0
Jet Airways,Delhi,Cochin,2.0,13014.0,18.0,5.0,2019.0,1025.0,19.0,30.0,12.0,35.0
IndiGo,Delhi,Cochin,1.0,6093.0,9.0,6.0,2019.0,965.0,4.0,55.0,21.0,0.0
Air India,Delhi,Cochin,2.0,12698.0,3.0,6.0,2019.0,1470.0,7.0,10.0,7.0,40.0
